image_path,GHI,Sky_Condition
D:\Image\20250123_093400.jpg,167.07,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093430.jpg,168.9,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093500.jpg,170.75,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093530.jpg,173.18,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093600.jpg,174.72,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093630.jpg,175.56,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093700.jpg,176.37,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093730.jpg,176.86,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093800.jpg,177.08,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093830.jpg,177.34,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093900.jpg,177.81,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_093930.jpg,178.73,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094000.jpg,179.99,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094030.jpg,181.42,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094100.jpg,182.81,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094130.jpg,183.97,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094200.jpg,184.72,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094230.jpg,185.43,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094300.jpg,185.82,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094330.jpg,186.15,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094400.jpg,186.46,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094430.jpg,186.2,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094500.jpg,186.04,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094530.jpg,185.6,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094600.jpg,184.9,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094630.jpg,183.73,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094700.jpg,183.09,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094730.jpg,182.52,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094800.jpg,181.71,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094830.jpg,181.13,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094900.jpg,180.56,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_094930.jpg,180.18,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095000.jpg,180.19,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095030.jpg,179.5,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095100.jpg,179.0,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095130.jpg,176.75,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095200.jpg,173.99,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095230.jpg,171.57,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095300.jpg,168.51,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095330.jpg,164.74,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095400.jpg,161.19,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095430.jpg,156.72,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095500.jpg,153.74,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095530.jpg,151.32,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095600.jpg,150.04,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095630.jpg,149.54,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095700.jpg,149.4,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095730.jpg,148.88,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095800.jpg,147.69,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095830.jpg,147.13,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095900.jpg,146.67,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_095930.jpg,146.25,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100000.jpg,147.33,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100030.jpg,149.67,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100100.jpg,148.57,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100130.jpg,145.72,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100200.jpg,142.88,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100230.jpg,138.68,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100300.jpg,136.54,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100330.jpg,134.36,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100400.jpg,131.58,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100430.jpg,128.85,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100500.jpg,126.53,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100530.jpg,123.96,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100600.jpg,121.38,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100630.jpg,118.71,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100700.jpg,116.95,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100730.jpg,115.67,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100800.jpg,114.61,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100830.jpg,113.62,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100900.jpg,112.87,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_100930.jpg,112.01,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_101000.jpg,111.4,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_101030.jpg,110.69,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_101100.jpg,109.53,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_101130.jpg,108.42,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_101200.jpg,107.21,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_101230.jpg,105.96,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_101300.jpg,104.39,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_101330.jpg,102.36,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_101400.jpg,100.47,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_101430.jpg,98.09,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_101500.jpg,96.13,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_101530.jpg,93.24,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_101600.jpg,90.84,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
D:\Image\20250123_101630.jpg,87.93,"Overcast (Very Low Clear-Sky Index, High Cloud Cover)"
